img_1,img_2,label,dir,x1,x2,y1,y2,cx,cy
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,0,96,329,47
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,47,143,329,94
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,94,190,329,141
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,141,237,329,188
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,188,284,329,235
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,235,331,329,282
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,282,378,329,329
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,329,425,329,376
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,282,378,376,472,329,423
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,0,96,376,47
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,47,143,376,94
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,94,190,376,141
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,141,237,376,188
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,188,284,376,235
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,235,331,376,282
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,282,378,376,329
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,329,425,376,376
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,329,425,376,472,376,423
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,0,96,423,47
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,47,143,423,94
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,94,190,423,141
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,141,237,423,188
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,188,284,423,235
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,235,331,423,282
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,282,378,423,329
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,329,425,423,376
0.jpg,1.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-1-annotation-1-by-1-tag-deforest-0.png,10001_0,376,472,376,472,423,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,0,96,47,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,47,143,47,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,94,190,47,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,141,237,47,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,188,284,47,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,235,331,47,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,282,378,47,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,329,425,47,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,0,96,376,472,47,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,0,96,94,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,47,143,94,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,94,190,94,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,141,237,94,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,188,284,94,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,235,331,94,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,282,378,94,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,329,425,94,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,47,143,376,472,94,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,0,96,141,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,47,143,141,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,94,190,141,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,141,237,141,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,188,284,141,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,235,331,141,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,282,378,141,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,329,425,141,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,94,190,376,472,141,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,0,96,188,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,47,143,188,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,94,190,188,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,141,237,188,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,188,284,188,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,235,331,188,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,282,378,188,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,329,425,188,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,141,237,376,472,188,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,0,96,235,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,47,143,235,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,94,190,235,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,141,237,235,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,188,284,235,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,235,331,235,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,282,378,235,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,329,425,235,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,188,284,376,472,235,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,0,96,282,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,47,143,282,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,94,190,282,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,141,237,282,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,188,284,282,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,235,331,282,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,282,378,282,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,329,425,282,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,235,331,376,472,282,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,0,96,329,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,47,143,329,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,94,190,329,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,141,237,329,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,188,284,329,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,235,331,329,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,282,378,329,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,329,425,329,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,282,378,376,472,329,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,0,96,376,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,47,143,376,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,94,190,376,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,141,237,376,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,188,284,376,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,235,331,376,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,282,378,376,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,329,425,376,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,329,425,376,472,376,423
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,0,96,423,47
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,47,143,423,94
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,94,190,423,141
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,141,237,423,188
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,188,284,423,235
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,235,331,423,282
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,282,378,423,329
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,329,425,423,376
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,376,472,376,472,423,423
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,96,0,96,47,47
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,96,47,143,47,94
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,96,94,190,47,141
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,96,141,237,47,188
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,96,188,284,47,235
