img_1,img_2,label,dir,x1,x2,y1,y2,cx,cy
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,189,317,63,191,252,126
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,189,317,126,254,252,189
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,189,317,189,317,252,252
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,189,317,252,380,252,315
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,189,317,315,443,252,378
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,252,380,0,128,315,63
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,252,380,63,191,315,126
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,252,380,126,254,315,189
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,252,380,189,317,315,252
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,252,380,252,380,315,315
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,252,380,315,443,315,378
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,315,443,0,128,378,63
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,315,443,63,191,378,126
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,315,443,126,254,378,189
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,315,443,189,317,378,252
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,315,443,252,380,378,315
1.jpg,2.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-2-annotation-2-by-1-tag-deforest-0.png,10001_0,315,443,315,443,378,378
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,128,0,128,63,63
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,128,63,191,63,126
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,128,126,254,63,189
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,128,189,317,63,252
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,128,252,380,63,315
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,0,128,315,443,63,378
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,63,191,0,128,126,63
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,63,191,63,191,126,126
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,63,191,126,254,126,189
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,63,191,189,317,126,252
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,63,191,252,380,126,315
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,63,191,315,443,126,378
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,126,254,0,128,189,63
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,126,254,63,191,189,126
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,126,254,126,254,189,189
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,126,254,189,317,189,252
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,126,254,252,380,189,315
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,126,254,315,443,189,378
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,189,317,0,128,252,63
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,189,317,63,191,252,126
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,189,317,126,254,252,189
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,189,317,189,317,252,252
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,189,317,252,380,252,315
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,189,317,315,443,252,378
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,252,380,0,128,315,63
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,252,380,63,191,315,126
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,252,380,126,254,315,189
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,252,380,189,317,315,252
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,252,380,252,380,315,315
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,252,380,315,443,315,378
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,315,443,0,128,378,63
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,315,443,63,191,378,126
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,315,443,126,254,378,189
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,315,443,189,317,378,252
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,315,443,252,380,378,315
2.jpg,3.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-3-annotation-3-by-1-tag-deforest-0.png,10001_0,315,443,315,443,378,378
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,0,128,0,128,63,63
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,0,128,63,191,63,126
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,0,128,126,254,63,189
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,0,128,189,317,63,252
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,0,128,252,380,63,315
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,0,128,315,443,63,378
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,63,191,0,128,126,63
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,63,191,63,191,126,126
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,63,191,126,254,126,189
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,63,191,189,317,126,252
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,63,191,252,380,126,315
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,63,191,315,443,126,378
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,126,254,0,128,189,63
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,126,254,63,191,189,126
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,126,254,126,254,189,189
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,126,254,189,317,189,252
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,126,254,252,380,189,315
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,126,254,315,443,189,378
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,189,317,0,128,252,63
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,189,317,63,191,252,126
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,189,317,126,254,252,189
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,189,317,189,317,252,252
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,189,317,252,380,252,315
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,189,317,315,443,252,378
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,252,380,0,128,315,63
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,252,380,63,191,315,126
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,252,380,126,254,315,189
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,252,380,189,317,315,252
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,252,380,252,380,315,315
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,252,380,315,443,315,378
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,315,443,0,128,378,63
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,315,443,63,191,378,126
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,315,443,126,254,378,189
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,315,443,189,317,378,252
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,315,443,252,380,378,315
3.jpg,4.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-4-annotation-4-by-1-tag-deforest-0.png,10001_0,315,443,315,443,378,378
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,0,128,0,128,63,63
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,0,128,63,191,63,126
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,0,128,126,254,63,189
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,0,128,189,317,63,252
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,0,128,252,380,63,315
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,0,128,315,443,63,378
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,63,191,0,128,126,63
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,63,191,63,191,126,126
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,63,191,126,254,126,189
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,63,191,189,317,126,252
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,63,191,252,380,126,315
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,63,191,315,443,126,378
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,126,254,0,128,189,63
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,126,254,63,191,189,126
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,126,254,126,254,189,189
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,126,254,189,317,189,252
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,126,254,252,380,189,315
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,126,254,315,443,189,378
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,189,317,0,128,252,63
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,189,317,63,191,252,126
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,189,317,126,254,252,189
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,189,317,189,317,252,252
4.jpg,5.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\task-5-annotation-5-by-1-tag-deforest-0.png,10001_0,189,317,252,380,252,315
